gene_cluster_id;focal;reference;comp;type;genome_occurences;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;KEGG_BRITE_ACC;KEGG_BRITE;split_level_1;split_level_2;split_level_3;split_level_4;split_level_5;split_level_6;KEGG_category;KOfam_function;KEGG_Class_ACC;KEGG_Class;KEGG_Module_ACC;KEGG_Module;KOfam_ACC;KOfam;COG20_CATEGORY_ACC;COG20_CATEGORY;COG20_PATHWAY_ACC;COG20_PATHWAY;COG20_FUNCTION_ACC;COG20_FUNCTION;Pfam_ACC;Pfam
GC_00000439;tree;shrub;tree_vs_shrub;core;104;30.2484194127953;1.56380191009185;0.334502160565333;4.67501288317214;2.93935166777318e-6;7.30743819977467e-4;ko00001|ko03021;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02040 Flagellar assembly [PATH:ko02040];NA;NA;KEGG Orthology (KO);Cellular Processes;Cell motility;Flagellar assembly [PATH:ko02040];Cellular Processes > Cell motility > Flagellar assembly [PATH:ko02040];RNA polymerase primary sigma factor;NA;NA;NA;NA;K03086;RNA polymerase primary sigma factor;K;Transcription;COG0568;RNA polymerase;COG0568;DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32) (RpoD) (PDB:1SIG);PF04546.17;Sigma-70, non-essential region
GC_00000055;broadleaf;conifer;broadleaf_vs_conifer;accessory;84;15.3143586581787;0.756171660312969;0.226242111694481;3.34231171486813;8.30837005452271e-4;0.0209711545531332;ko00001|ko00001|ko02035;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02040 Flagellar assembly [PATH:ko02040];NA;NA;KEGG Orthology (KO);Cellular Processes;Cell motility;Flagellar assembly [PATH:ko02040];Cellular Processes > Cell motility > Flagellar assembly [PATH:ko02040];flagellin;NA;NA;NA;NA;K02406;flagellin;N;Cell motility;NA;NA;COG1344;Flagellin and related hook-associated protein FlgL (FlgL) (PDB:1IO1);PF00669.24;Bacterial flagellin N-terminal helical region
GC_00010286;tree;shrub;tree_vs_shrub;accessory;10;1.83646240670742;3.25249428566689;1.04494054535365;3.11261181330286;0.0018543975357958;0.0489614090224361;ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko02025];Cellular Processes > Cellular community > Biofilm formation [PATH:ko02025];adenylate cyclase [EC:4.6.1.1];NA;NA;NA;NA;K01768;adenylate cyclase [EC:4.6.1.1];T;Signal transduction mechanisms;NA;NA;COG2114;Adenylate cyclase, class 3 (AcyC) (PDB:1AB8);PF00211.24;Adenylate and Guanylate cyclase catalytic domain
GC_00010542;tree;shrub;tree_vs_shrub;accessory;4;4.35086369416859;2.34535190925368;0.67392609299107;3.48013221871906;5.01166386290446e-4;0.0235717514524851;ko00001|ko00001;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko02025];Cellular Processes > Cellular community > Biofilm formation [PATH:ko02025];exopolysaccharide production protein ExoY;NA;NA;NA;NA;K16566;exopolysaccharide production protein ExoY;M;Cell wall/membrane/envelope biogenesis;NA;NA;COG2148;Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid) (WcaJ) (PDB:5W7L);PF02397.20;Bacterial sugar transferase
GC_00007249;broadleaf;conifer;broadleaf_vs_conifer;accessory;13;5.13862446632763;2.21670254636415;0.422291308048722;5.24922607715241;1.52739533837353e-7;1.26523875665997e-4;ko00001|ko00001|ko01000|ko02022;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko02025];Cellular Processes > Cellular community > Biofilm formation [PATH:ko02025];two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44];NA;NA;NA;NA;K03412;two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44];T;Signal transduction mechanisms;NA;NA;COG2201;Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains (CheB) (PDB:1A2O);PF01339.21;CheB methylesterase
GC_00025943;broadleaf;conifer;broadleaf_vs_conifer;accessory;2;2.29521908417737;2.1571940555378;0.623021155679848;3.46247320154618;5.35235212681361e-4;0.0163659840870891;ko00001|ko00001|ko01000|ko01001|ko02022;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko02025];Cellular Processes > Cellular community > Biofilm formation [PATH:ko02025];two-component system, sensor histidine kinase [EC:2.7.13.3];NA;NA;NA;NA;K20974;two-component system, sensor histidine kinase [EC:2.7.13.3];T;Signal transduction mechanisms;NA;NA;COG0642|COG0784|COG2202|COG2203;Signal transduction histidine kinase (BaeS) (PDB:1JOY)|CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)|PAS domain (PAS) (PDB:2MWG)|GAF domain (GAF);PF02518.30;Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
GC_00003240;broadleaf;conifer;broadleaf_vs_conifer;accessory;43;2.03262949801578;1.7248551546665;0.596098630326642;2.8935734237828;0.00380885227311483;0.0482701834667905;ko00001|ko00001|ko01000|ko01003;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko02025];Cellular Processes > Cellular community > Biofilm formation [PATH:ko02025];rhamnosyltransferase subunit B [EC:2.4.1.-];NA;NA;NA;NA;K18101;rhamnosyltransferase subunit B [EC:2.4.1.-];G;Carbohydrate transport and metabolism;NA;NA;COG1819;UDP:flavonoid glycosyltransferase YjiC, YdhE family (YjiC) (PDB:2ACV) (PUBMED:23974133);PF06722.16;Erythromycin biosynthesis protein CIII-like, C-terminal domain
GC_00005106;broadleaf;conifer;broadleaf_vs_conifer;accessory;20;7.41140988035848;1.30594394002508;0.30466658317415;4.28646924916799;1.81535318092097e-5;0.00322734112828112;ko00001|ko03000;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko02025];Cellular Processes > Cellular community > Biofilm formation [PATH:ko02025];AraC family transcriptional regulator, ethanolamine operon transcriptional activator;NA;NA;NA;NA;K04033;AraC family transcriptional regulator, ethanolamine operon transcriptional activator;K;Transcription;NA;NA;COG2207_or_COG4977;AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0)_or_Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain (GlxA);PF12833.11;Helix-turn-helix domain
GC_00002100;broadleaf;conifer;broadleaf_vs_conifer;core;97;6.49498339056997;0.85464320092793;0.287026994810048;2.97757080825629;0.00290542523623713;0.0418234356281085;ko00001|ko01000;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko02025];Cellular Processes > Cellular community > Biofilm formation [PATH:ko02025];TRAP-type transport system small permease protein;NA;NA;NA;NA;K21394;TRAP-type transport system small permease protein;G;Carbohydrate transport and metabolism;NA;NA;COG3090;TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM);PF04290.16;Tripartite ATP-independent periplasmic transporters, DctQ component
GC_00004701;broadleaf;conifer;broadleaf_vs_conifer;accessory;12;11.1624745565949;0.811238009051583;0.278165862814229;2.91638233694176;0.00354116261589788;0.0462143920713353;ko00001|ko00001|ko01000|ko02022;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko02025];Cellular Processes > Cellular community > Biofilm formation [PATH:ko02025];two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44];NA;NA;NA;NA;K03412;two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44];T;Signal transduction mechanisms;NA;NA;COG2201;Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains (CheB) (PDB:1A2O);PF01339.21;CheB methylesterase
GC_00008268;broadleaf;conifer;broadleaf_vs_conifer;accessory;14;2.08903798590044;1.7703663380486;0.608530562026077;2.9092480288159;0.00362299302561589;0.0468930574565511;ko00001|ko00001|ko02000;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02026 Biofilm formation - Escherichia coli [PATH:ko02026];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko02026];Cellular Processes > Cellular community > Biofilm formation [PATH:ko02026];polysaccharide biosynthesis/export protein;NA;NA;NA;NA;K01991;polysaccharide biosynthesis/export protein;M;Cell wall/membrane/envelope biogenesis;NA;NA;COG1596;Periplasmic protein Wza involved in polysaccharide export, contains SLBB domain of the beta-grasp fold (Wza) (PDB:2J58) (PUBMED:17250770);PF02563.20;Polysaccharide biosynthesis/export protein
GC_00002969;broadleaf;conifer;broadleaf_vs_conifer;accessory;34;4.37775701784666;1.05202254531895;0.364166739125678;2.88884851989705;0.00386655287178269;0.0485959031278399;ko00001|ko03000;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02026 Biofilm formation - Escherichia coli [PATH:ko02026];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko02026];Cellular Processes > Cellular community > Biofilm formation [PATH:ko02026];LysR family transcriptional regulator, glycine cleavage system transcriptional activator;NA;NA;NA;NA;K03566;LysR family transcriptional regulator, glycine cleavage system transcriptional activator;K;Transcription;NA;NA;COG0583;DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI);PF03466.24;LysR substrate binding domain
GC_00005513;broadleaf;conifer;broadleaf_vs_conifer;accessory;17;7.00202186706439;0.87173705235155;0.29057311424111;3.00006094723617;0.00269925589482101;0.0397344421867675;ko00001|ko01000;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02026 Biofilm formation - Escherichia coli [PATH:ko02026];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko02026];Cellular Processes > Cellular community > Biofilm formation [PATH:ko02026];diguanylate cyclase [EC:2.7.7.65];NA;NA;NA;NA;K21084;diguanylate cyclase [EC:2.7.7.65];T;Signal transduction mechanisms;NA;NA;COG2202|COG5001;PAS domain (PAS) (PDB:2MWG)|Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain;PF00563.24;EAL domain
GC_00000003;broadleaf;conifer;broadleaf_vs_conifer;core;104;44.9914743376278;0.526457627221008;0.17073466702795;3.08348407728364;0.00204592058281775;0.0343811296733952;ko00001|ko01000;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02026 Biofilm formation - Escherichia coli [PATH:ko02026];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko02026];Cellular Processes > Cellular community > Biofilm formation [PATH:ko02026];diguanylate cyclase [EC:2.7.7.65];NA;NA;NA;NA;K21084;diguanylate cyclase [EC:2.7.7.65];T;Signal transduction mechanisms;NA;NA;COG5001|COG5002|COG2202|COG3300;Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain|Sensor histidine kinase WalK (WalK) (PDB:4I5S)|PAS domain (PAS) (PDB:2MWG)|MHYT domain, NO-binding membrane sensor (MHYT);PF00563.24;EAL domain
GC_00003601;conifer;broadleaf-tree;conifer_vs_broadleaf-tree;accessory;44;2.46859298346807;2.44607854165329;0.747955458424932;3.2703532197015;0.00107413269552583;0.0428647521680078;ko00001|ko03000;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02026 Biofilm formation - Escherichia coli [PATH:ko02026];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko02026];Cellular Processes > Cellular community > Biofilm formation [PATH:ko02026];LysR family transcriptional regulator, glycine cleavage system transcriptional activator;NA;NA;NA;NA;K03566;LysR family transcriptional regulator, glycine cleavage system transcriptional activator;K;Transcription;NA;NA;COG0583;DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI);PF03466.24;LysR substrate binding domain
GC_00008418;shrub;conifer;shrub_vs_conifer;accessory;14;3.79403084690547;1.31626061227658;0.455946060350703;2.88687791548005;0.0038908517075466;0.0444497019511012;ko00001|ko00001|ko02000;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02026 Biofilm formation - Escherichia coli [PATH:ko02026];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko02026];Cellular Processes > Cellular community > Biofilm formation [PATH:ko02026];polysaccharide biosynthesis/export protein;NA;NA;NA;NA;K01991;polysaccharide biosynthesis/export protein;M;Cell wall/membrane/envelope biogenesis;NA;NA;COG1596;Periplasmic protein Wza involved in polysaccharide export, contains SLBB domain of the beta-grasp fold (Wza) (PDB:2J58) (PUBMED:17250770);PF02563.20;Polysaccharide biosynthesis/export protein
GC_00000878;tree;shrub;tree_vs_shrub;core;104;29.0209928296137;1.61868030224972;0.357496035435928;4.5278272814296;5.95932589837993e-6;0.00115230187718396;ko00001|ko00001|ko00001|ko03019|ko03036;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>05111 Biofilm formation - Vibrio cholerae [PATH:ko05111];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko05111];Cellular Processes > Cellular community > Biofilm formation [PATH:ko05111];host factor-I protein;NA;NA;NA;NA;K03666;host factor-I protein;T;Signal transduction mechanisms;NA;NA;COG1923;sRNA-binding regulator protein Hfq (Hfq) (PDB:1HK9);PF17209.7;Hfq protein
GC_00016438;conifer;broadleaf;conifer_vs_broadleaf;accessory;5;1.46853866336661;3.23914060916549;0.727336375848541;4.45342858782029;8.45098243068137e-6;0.00216283990685597;ko00001|ko00001|ko02044;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>05111 Biofilm formation - Vibrio cholerae [PATH:ko05111];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko05111];Cellular Processes > Cellular community > Biofilm formation [PATH:ko05111];general secretion pathway protein H;NA;NA;NA;NA;K02457;general secretion pathway protein H;N|W;Cell motility|Extracellular structures;NA;NA;COG4970;"Type IV pilus assembly protein FimT (FimT) (PUBMED:17322192;28771515)";PF07963.16;Prokaryotic N-terminal methylation motif
GC_00023429;broadleaf;conifer;broadleaf_vs_conifer;accessory;3;0.967750788593224;2.88798039865132;0.865874221109104;3.33533477293282;8.51967661595958e-4;0.021164175684943;ko00001|ko00001|ko02044;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>05111 Biofilm formation - Vibrio cholerae [PATH:ko05111];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko05111];Cellular Processes > Cellular community > Biofilm formation [PATH:ko05111];general secretion pathway protein H;NA;NA;NA;NA;K02457;general secretion pathway protein H;N|W;Cell motility|Extracellular structures;NA;NA;COG4970;"Type IV pilus assembly protein FimT (FimT) (PUBMED:17322192;28771515)";PF07963.16;Prokaryotic N-terminal methylation motif
GC_00046308;broadleaf;conifer;broadleaf_vs_conifer;accessory;1;2.08672032363705;2.45915412273812;0.688556964259326;3.57146067846893;3.54995851593653e-4;0.0127351267705565;ko00001|ko01000;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>05111 Biofilm formation - Vibrio cholerae [PATH:ko05111];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Biofilm formation [PATH:ko05111];Cellular Processes > Cellular community > Biofilm formation [PATH:ko05111];diguanylate cyclase [EC:2.7.7.65];NA;NA;NA;NA;K21021;diguanylate cyclase [EC:2.7.7.65];T;Signal transduction mechanisms;NA;NA;COG2199;GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants (GGDEF) (PDB:6D9M);PF00990.25;Diguanylate cyclase, GGDEF domain
GC_00003769;tree;shrub;tree_vs_shrub;accessory;42;6.87723852083547;1.70906287539196;0.449087597050891;3.80563365948021;1.41441606136948e-4;0.0100985054457255;ko00001|ko02000;KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024];NA;NA;KEGG Orthology (KO);Cellular Processes;Cellular community - prokaryotes;Quorum sensing [PATH:ko02024];Cellular Processes > Cellular community > Quorum sensing [PATH:ko02024];peptide/nickel transport system permease protein;NA;NA;NA;NA;K02033;peptide/nickel transport system permease protein;E|P;Amino acid transport and metabolism|Inorganic ion transport and metabolism;NA;NA;COG0601;ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB);PF00528.26;Binding-protein-dependent transport system inner membrane component
